catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 27366,* kap Ori,86.93912016833333,-9.66960491861111,1.46,-1.28,5.04,0.22,s*b,B0.5Ia,20.5,2.0,2.06,NAME Saiph
HIP 27654,* del Lep,87.83040011603666,-20.87909184884028,229.027,-647.93,28.4234,0.169,PM*,K0IIIbFe-1.5CH0.5,101.76,0.52,3.85,
HIP 30591,* G Pup,96.43188784936024,-48.17689908359656,-2.73,-20.54,5.55,0.3,**,B9V,10.8,1.6,5.76,
HIP 30867,* bet Mon,97.20445710998,-7.033058368333033,-6.86,-2.76,4.82,1.12,**,B4Ve+B2Vn(e)+B3V:nne,17.2,2.9,3.74,
HIP 31685,* nu. Pup,99.44030260969878,-43.19593568695584,-0.537,-3.859,8.8194,0.2883,*,B8III,30.9,1.7,3.17,
HIP 24436,* bet Ori,78.63446706693006,-8.201638364722209,1.31,0.5,3.78,0.34,s*b,B8Ia,17.8,0.4,0.13,NAME Rigel
HIP 26176,* phi01 Ori,83.70515678066583,9.489586216835,2.961,-2.456,2.6737,0.2857,Y*O,B0.2IV,33.2,0.9,4.41,NAME lambda Ori X-5
HIP 26237,* c Ori,83.846519387785,-4.838349940276388,-4.124,-1.974,6.5163,1.5234,Y*O,B1V+?,47.1,3.0,4.59,
HIP 26366,* phi02 Ori,84.22661905356708,9.2906712530075,98.301,-305.022,28.6722,0.1859,PM*,G9.5IIIbFe-2.5,99.083,0.0015,4.09,
HIP 28380,* tet Aur,89.93029217610834,37.21258462923103,43.63,-73.79,19.7,0.16,a2*,A0VpSi,29.3,1.7,2.62,NAME Mahasim
HIP 30503,HD  45184,96.18283162327,-28.78011547943,-165.122,-121.852,45.6782,0.0166,PM*,G2Va,-3.828,0.0003,6.39,
HIP 31579,V* UU Aur,99.13682126541002,38.44550528378,0.5,-19.758,2.0387,0.1661,C*,C-N5-,14.089,0.0022,5.25,
HIP 35210,* 145 CMa,109.15347732104,-23.315593963849995,-3.816,3.896,1.2155,0.0998,s*r,K3Ib-,28.05,0.42,4.79,
HIP 23453,* zet Aur,75.61951434554709,41.07583198882223,12.093,-19.324,1.4244,0.305,SB*,K5II+B7V,-3.4116,0.0281,3.75,
HIP 24169,V* RX Lep,77.84529846567293,-11.849087104329168,31.527,57.631,6.0777,0.2873,AB*,M6III,46.1,2.0,5.68,
HIP 24813,* lam Aur,79.78531437463376,40.09905141137223,520.569,-664.488,79.6021,0.1005,PM*,G1.5IV-VFe-1,67.161,0.0791,4.71,
HIP 26207,* lam Ori,83.78449002103218,9.934155874166668,-0.34,-2.94,2.97,0.55,**,O8IIIf+B0.5V,30.1,1.4,3.66,NAME Heka
HIP 26207,* lam Ori,83.78449002103218,9.934155874166668,-0.34,-2.94,2.97,0.55,**,O8IIIf+B0.5V,30.1,1.4,3.66,NAME Meissa
HIP 26221,* tet01 Ori C,83.8186095697,-5.3897005033,2.262,0.994,2.5014,0.1352,SB*,O7Vp,24.5,1.2,5.13,
HIP 26241,* iot Ori,83.85827580502625,-5.909888523506666,-2.816,-1.693,1.9969,0.7299,SB*,O9IIIvar,27.6,0.3,2.77,NAME Hatysa
HIP 27810,* lam Col,88.27867343944,-33.80136321786,-4.095,31.125,9.466,0.0901,El?,B5V,30.0,2.0,4.87,
HIP 28734,*   1 Gem,91.03006433050544,23.26334447236106,-1.61,-118.33,21.03,0.9,**,G5III,22.39,0.28,4.15,
HIP 29651,* gam Mon,93.71388839009543,-6.274776778696667,-5.601,-18.662,5.1056,0.1774,*,K1III:,-4.8,0.7,3.96,
HIP 29993,HD  44021,94.70329718388,-15.024960763860005,1.321,13.978,3.1112,0.0574,*,M1(III),51.31,0.11,6.06,
HIP 31583,HD  47054,99.14720688444,-5.21113973142,4.697,-15.406,4.3762,0.1,Be*,B8IVe,27.0,4.3,5.52,
HIP 20542,* del02 Tau,66.02400605484,17.44413091721,110.58,-32.809,21.6192,0.0994,PM*,A2Vs,37.8405,0.0191,4.8,
HIP 23522,* bet Cam,75.85454611254374,60.44224553701305,-5.561,-14.4,3.88,0.1635,*,G1Ib,-1.37272,0.012092,4.02,
HIP 26311,* eps Ori,84.05338894077023,-1.2019191358333312,1.44,-0.78,1.65,0.45,s*b,B0Ia,27.3,0.8,1.69,NAME Alnilam
HIP 26594,* ome Ori,84.79644082532583,4.121468969526665,-0.21,0.436,1.9761,0.1508,Be*,B3Ve,24.77,0.87,4.59,
HIP 37946,V* DU Lyn,116.66366828304,37.51739522188,28.161,13.084,8.2452,0.1423,LP*,M3III,-37.2,0.21,5.18,
HIP 42917,* b Cnc,131.18764878532,10.08166869048,-14.686,-18.466,6.5062,0.0748,a2*,A1VpHgMnSiEu,25.46,0.2,5.66,
HIP 21589,* c Tau,69.53942455778,12.51083696018,104.695,-14.861,22.031,0.192,BS?,A6V,39.4782,0.0547,4.27,
HIP 23649,* eta02 Pic,76.24172583954,-49.57783409028,68.621,-2.21,7.327,0.0833,PM*,K5III,36.55,0.17,5.01,
HIP 23983,* h Ori,77.33184697113,9.82958407609,60.769,-7.443,18.771,0.1981,SB*,A2m,43.9119,0.0036,5.43,
HIP 25984,* chi Aur,83.18197656842209,32.19202236863777,-0.812,-3.15,0.9087,0.1906,s*b,B4Ia,7.27,5.21,4.79,
HIP 26069,* bet Dor,83.40631655411,-62.48982679379999,-0.611,12.95,2.9308,0.1391,cC*,F8/G0Ib,7.06,7.03,3.76,
HIP 26713,HD  37744,85.15540354326,-2.8252367326100005,2.581,2.133,2.5199,0.0674,*,B1.5V,43.298199,0.02715,6.22,
HIP 25412,V* R Oct,81.52580662797,-86.38826627427,0.54,31.079,1.7152,0.0862,Mi*,M5.5e,46.0,4.7,6.4,
HIP 29426,* ksi Ori,92.9849877025175,14.208767263474169,1.006,-19.929,4.5235,0.1736,SB*,B3IV,19.3,7.4,4.48,
HIP 30214,HD  44458,95.35298558477,-11.77324059989,-2.273,1.193,1.8635,0.0597,Be*,B1.5IVe,16.0,7.4,5.55,
HIP 25281,* eta Ori,81.11923634279408,-2.397147539722221,-0.71,-3.46,3.34,1.07,bC*,B1V+B2:,19.8,0.9,3.35,
HIP 27364,* 133 Tau,86.92878099876,13.89959609388,4.96,-11.489,3.4599,0.1128,*,B2IV-V,26.2,0.7,5.29,
HIP 28413,HD  40657,90.01395680808,-3.0742584713800003,10.754,-73.701,9.7817,0.2473,PM*,K1.5III-IIIbCN-1,25.9,0.9,4.52,
HIP 31700,* nu.03 CMa,99.47258909203,-18.23748068501,-7.166,-8.777,6.7876,0.1054,*,K1-III,-1.09,0.43,4.43,
HIP 31205,V* HR CMa,98.19530466585,-11.16638539235,-14.835,5.028,5.0237,0.2227,SB*,G9III:Ba3.5,2.85606,0.014351,6.24,
HIP 34999,HD  55879,108.61772064936,-10.31624550627,-4.124,1.287,1.075,0.0634,*,O9.7III,32.6,0.9,6.03,
HIP 37447,* alf Mon,115.3117998893796,-9.551132713051112,-74.989,-19.838,22.3839,0.1348,PM*,G9.5III-IIIbFe-0.5,11.161,0.0002,3.93,
HIP 23794,*  66 Eri,76.69021995078,-4.65516695143,9.31,-0.519,10.7278,0.1091,a2*,B9V,30.9,0.9,5.12,
HIP 30468,HD  44996,96.08573954418,-12.96193433984,-3.818,2.774,2.5024,0.0414,Be*,B2.5Ve,68.0,,6.12,
HIP 32362,* ksi Gem,101.32235202269877,12.895594959796387,-114.564,-191.671,54.1894,0.2369,RG*,F5IV-V,27.2,0.7,3.36,
HIP 32533,*  17 Mon,101.83262571187,8.037256352840002,-24.428,-11.916,6.3783,0.2675,*,K4III,46.19,0.03,4.77,
HIP 32578,*  18 Mon,101.96519952348,2.41217639198,-17.309,-15.921,8.2744,0.2004,SB*,K0+III,11.29,0.25,4.47,
HIP 33018,* tet Gem,103.1972452606746,33.96125676049195,-1.705,-47.193,16.8701,0.2598,PM*,A2IV,33.37,0.56,3.6,
HIP 33092,*  15 CMa,103.38711217767248,-20.224252609771387,-5.838,4.56,2.682,0.1125,bC*,B1IV,28.0,0.8,4.83,
HIP 33210,HD  50820,103.67517711552,-1.7564829656,-1.102,-1.491,0.6284,0.1397,Be*,B3IVe+K2II,9.0,2.0,6.21,
HIP 25985,* alf Lep,83.18256716166667,-17.82228927222222,3.56,1.18,1.47,0.14,*,F0Ib,25.1,0.1,2.57,NAME Arneb
HIP 26779,HD  37394,85.33473200017959,53.48105800519056,2.804,-523.477,81.4987,0.0253,BY*,K0V,0.89,0.0023,6.23,
HIP 26885,* b Ori,85.61930095694,1.47462939939,-54.59,-14.371,10.6744,0.1149,PM*,K1III,87.55,0.11,4.9,
HIP 27321,* bet Pic,86.82119870875,-51.066511426388885,5.16,84.041,50.9307,0.1482,PM*,A6V,16.84,0.34,3.86,
HIP 30438,* alf Car,95.98795782918306,-52.69566138386201,19.93,23.24,10.55,0.56,*,A9II,20.3,0.5,-0.74,NAME Canopus
HIP 31766,HD  47432,99.65911369518,1.61352089128,-0.063,-1.435,0.5903,0.0404,Pu*,O9.7Ib,60.1,1.5,6.31,
HIP 33189,V* NP Pup,103.61118148704,-42.36557181146,-1.568,20.239,1.7266,0.0414,C*,C-N4.5,32.6,2.2,6.27,
HIP 33929,V* NP Gem,105.60639113581,17.755519592089996,19.639,26.865,4.1788,0.0963,LP?,M1,25.39,0.12,5.94,
HIP 35020,HD  56456,108.65891924416668,-48.271928343333336,-4.4,0.01,8.66,0.17,*,B8/9V,39.0,7.4,4.76,
HIP 36547,V* VZ Cam,112.76861553166,82.41146708872,-3.633,-41.623,6.5549,0.1569,LP*,M4IIIa,11.9,0.22,4.96,
HIP 28103,* eta Lep,89.10122287687543,-14.167699537670275,-41.474,139.222,66.8573,0.1759,PM*,F2V,-2.14,0.27,3.72,
HIP 28328,* eta Col,89.78668786934041,-42.815132310185554,18.897,-11.038,7.4021,0.1207,*,G8/K1II,17.0,0.7,3.96,
HIP 29840,*   9 Gem,94.2446077632,23.74091224176,0.604,-1.36,0.5467,0.0318,s*b,B3Iab,13.2,2.0,6.25,
HIP 30480,HD  45701,96.11083449869,-63.42901095354,-16.444,-86.047,31.216,0.0553,SB*,G1V,25.09,0.17,6.46,
HIP 36773,V* KQ Pup,113.44986160177,-14.52390398785,-6.997,3.998,1.3538,0.1435,s*r,M1Iabe+B2,22.0,5.0,4.97,
HIP 38908,HD  65907,119.44547624683086,-60.30307192914083,517.625,119.206,61.836,0.0417,PM*,F9.5V,14.957,0.0003,5.6,
HIP 42535,HD  74196,130.07277068477,-53.01539739164,-24.733,23.397,6.4949,0.0534,*,B9/A0,32.797,0.4,5.61,
HIP 44511,* c Vel,136.03866521203622,-47.09773507749557,-47.862,-8.973,10.8265,0.1047,PM*,K2III,24.3,0.7,3.75,
HIP 45085,HD  79186,137.76832538939,-44.867902374660005,-5.665,4.348,0.5935,0.0728,s*b,B5Ia,28.2,0.8,5.0,
HIP 50075,HD  88742,153.35303790363417,-33.031720785966385,-370.744,65.019,44.5792,0.02,PM*,G0V,44.016,0.0003,6.38,
HIP 27204,* mu. Col,86.49956259956,-32.30643396160999,3.271,-22.176,1.7024,0.0898,*,O9.5V,109.0,1.8,5.18,
HIP 28816,*  17 Lep,91.24637271722,-16.48443589962,-5.955,-3.68,3.5742,0.0992,Sy*,A3+K/M,15.1,3.7,4.93,
HIP 29401,HD  42657,92.93215480972168,-4.665445273617222,-10.722,-5.902,3.4777,0.156,a2*,B8II/III,30.07,3.52,6.18,
HIP 31125,* ksi01 CMa,97.96402617533292,-23.4184222041275,-3.352,6.157,2.166,0.1257,bC*,B0.7IV,26.9,0.7,4.33,
HIP 31771,*  51 Aur,99.6647366193,39.39085112117,-22.853,-108.763,6.9702,0.0807,PM*,K5III,31.98,0.15,5.69,
HIP 33015,HD  50860,103.19640385532,-43.97558681455,1.922,11.601,5.292,0.1174,*,B8V,25.3,1.6,6.46,
HIP 34297,HD  53975,106.64985497285,-12.393950176000002,-3.723,0.661,0.8668,0.0487,SB*,O7.5Vz,36.0,4.0,6.5,
HIP 34922,* L02 Pup,108.38466059843168,-44.63970885887889,106.757,323.164,17.7906,0.817,AB*,M5IIIe,61.51,1.95,5.1,
HIP 35264,* pi. Pup,109.28565865855,-37.09747346353528,-11.562,6.52,5.7621,0.8175,LP*,K4III,15.8,0.6,2.7,NAME Ahadi
HIP 37300,* f Gem,114.86913903345004,17.67452183794,5.374,-1.199,5.1083,0.0964,**,K5.5III,25.38,0.19,5.05,
HIP 41075,*  31 Lyn,125.70878932057252,43.18813060422277,-21.3,-100.621,8.8828,0.2099,LP*,K4+III,24.694401,0.002295,4.25,NAME Alsciaukat
HIP 45902,* tet Pyx,140.37329296116,-25.96544062992,-12.86,-9.792,5.096,0.1758,*,M0.5IIIBa0.5,20.0,2.0,4.72,
HIP 29225,*   3 Gem,92.43327206226,23.113464505680003,-0.064,-2.685,0.3878,0.0616,s*b,B2.5Ib,20.33,0.85,5.75,
HIP 29696,* kap Aur,93.84453491325124,29.49807647788778,-72.404,-261.101,18.2703,0.1609,PM*,G8.5IIIb,20.74,0.12,4.35,
HIP 32311,*  28 Gem,101.18941579111,28.97093898152,-8.358,-27.667,5.5428,0.1074,*,K4III,14.87,0.14,5.44,
HIP 32838,V* V592 Mon,102.67626259072,-8.04099661183,-9.682,2.626,9.8371,0.0365,a2*,B9V,13.5229,0.191154,6.29,
HIP 34301,HD  53974,106.66986132734549,-11.294011010555453,-3.14,3.32,1.07,0.61,**,B0IIIn,31.0,4.2,5.39,
HIP 35415,* tau CMa,109.67702081318916,-24.954361319371664,-1.815,-0.496,0.5765,0.7371,SB*,O9II,49.4,1.4,4.4,
HIP 38500,HD  64740,118.26514367478458,-49.61304341272695,-8.456,14.9,4.0845,0.1083,*,B2V,8.0,4.2,4.63,
HIP 38994,HD  66194,119.71062893045,-60.8244612389,-4.661,11.226,2.4707,0.0528,Be*,B3Vn,27.1,0.7,5.81,
HIP 39953,* gam02 Vel,122.3831255597706,-47.336586329303486,-6.07,10.43,2.92,0.3,WR*,WC8+O7.5III-V,15.0,3.1,1.83,NAME Regor
HIP 45058,V* RS Cnc,137.66165423475874,30.963136422966947,-10.723,-33.822,6.649,0.4946,S*,M6S,13.72,0.42,5.95,
HIP 45675,HD  80558,139.67648299909,-51.56064960117,-5.783,4.178,0.5375,0.0288,s*b,B6Ia,21.7,7.4,5.93,
HIP 46774,*   6 Leo,142.98990418519,9.715765314789998,-8.974,-12.737,5.2776,0.165,*,K2.5IIIFe-0.5,18.55,0.1,5.07,
HIP 36431,HD  59612,112.46421790955002,-23.02429020597,-2.831,4.172,0.7535,0.0738,*,A5/7Iab/II,35.61,0.3,4.86,
HIP 36736,HD  60325,113.34243899248,-14.338306123049998,-3.438,0.411,0.8764,0.0394,*,B2II,21.7,2.0,6.21,
HIP 37629,* sig Gem,115.82803204470962,28.8835088440125,61.692,-229.213,27.121,0.3066,RS*,K1IIIe,44.15,0.09,4.29,
HIP 40889,HD  68951,125.16800719327,72.40723150189,3.212,-24.95,3.5668,0.0386,*,M0III,9.36,0.14,5.98,
HIP 42527,* pi.02 UMa,130.05340486262,64.32793617867,-59.861,26.544,13.2035,0.1164,PM*,K1+III,14.6322,0.003798,4.61,
HIP 43177,HD  75289,131.91828905822,-41.73679314424,-20.376,-227.987,34.4545,0.0165,PM*,F9VFe+0.3,9.292,0.0004,6.36,
HIP 45556,* iot Car,139.27252857166667,-59.275232029166666,-18.86,11.98,4.26,0.1,*,A7Ib,12.0,0.3,2.26,NAME Aspidiske
HIP 46853,* tet UMa,143.21429555749293,51.67731480847444,-942.567,-542.016,73.8284,0.2046,PM*,F7V,14.356,0.0006,3.18,
HIP 47908,* eps Leo,146.46280673687792,23.77425377711222,-46.154,-10.799,14.3394,0.3209,*,G1IIIa,4.322,0.0012,2.98,
HIP 50333,*  37 Leo,154.16973994383,13.72833441766,-22.829,-14.784,4.805,0.1154,*,M1III,5.14,0.29,5.41,
HIP 52308,HD  92740,160.32298267738,-59.6769155536,-7.54,2.99,0.3898,0.0223,WR*,WN7h+O9III-V,-28.0,7.4,6.42,
HIP 56343,* ksi Hya,173.25047887756918,-31.857624437632783,-210.158,-41.203,24.9632,0.1661,**,G7IIIb,-4.599,0.0002,3.54,
HIP 30788,* lam CMa,97.04253341978291,-32.580068342677784,-13.777,25.459,7.4077,0.1071,*,B4V,41.0,4.1,4.48,
HIP 31216,*  13 Mon,98.22594959232,7.33296969762,-1.698,-4.845,1.2159,0.1111,sg*,A0Ib,13.21,0.02,4.5,
HIP 31832,* psi02 Aur,99.83261348225,42.4888765763,-0.576,-55.657,8.0927,0.1314,PM*,K2-III,16.432301,0.006383,4.82,
HIP 35951,HD  58343,111.1674472184,-16.201472846890002,-4.986,-20.734,3.2782,0.1201,Be*,B2Vne,-4.5,,5.19,
HIP 37740,* kap Gem,116.11184921750542,24.397996469691662,-28.403,-50.675,22.0907,0.1727,**,G8III-IIIb,20.15,0.21,3.57,
HIP 37819,* c Pup,116.31373389138793,-37.968585259939175,-10.54,5.584,2.946,0.1482,*,K4III,16.83,0.14,3.61,
HIP 45314,HD  79694,138.53420867177,-44.14582014873,-24.415,13.462,5.4233,0.0523,Pu*,B7-8V,20.0,2.9,5.85,
HIP 46026,* lam Pyx,140.80104290633,-28.833861351429988,-126.913,23.116,17.0726,0.1309,PM*,G8.5IIIbFe-1,10.8,0.15,4.68,
HIP 47508,* omi Leo,145.28763405888583,9.89230789622861,-142.621,-37.338,24.1976,0.2408,SB*,F8-G0III+A7m,26.18,0.05,3.52,NAME Subra
HIP 32226,HD  48434,100.91102357655,3.932530340550001,-0.326,-1.652,0.7433,0.0702,s*b,B0III,43.4445,0.143065,5.9,
HIP 32292,*  10 CMa,101.11861293479,-31.07052565495,-3.286,4.201,1.6454,0.0722,Be*,B2V,34.0,4.2,5.17,
HIP 37265,* omi Gem,114.79139442639,34.58430633086,-37.975,-105.132,19.3338,0.1263,PM*,F5-6IV,13.7,0.28,4.9,
HIP 43109,* eps Hya,131.6938009684597,6.4188015227537685,-228.11,-43.82,25.23,0.98,**,G1III+A8V,40.46,0.03,3.38,
HIP 46515,* eps Ant,142.31133167344,-35.95133743857333,-24.844,5.72,4.6349,0.092,*,K3III,22.2,0.9,4.51,
HIP 47168,HD  83069,144.17855301204543,31.16175962368889,4.977,-44.384,4.5921,0.1431,SB*,M2III,-20.39,0.21,5.56,
HIP 48319,* ups UMa,147.74732523445957,59.03873362321777,-294.441,-151.663,28.3783,0.1529,dS*,F0,33.46,0.68,3.81,
HIP 49583,* eta Leo,151.8331349646567,16.762663324555,-1.118,-0.655,1.7965,0.3051,sg*,A0Ib,2.82,0.02,3.41,
HIP 51069,* mu. Hya,156.52260893978251,-16.836288604756664,-128.819,-80.185,13.371,0.1945,PM*,K4III,40.81,0.36,3.81,
HIP 51979,HD  92036,159.30718604895,-27.41263553281,-113.749,20.812,6.885,0.1868,PM*,M1III:Ba0.5,16.9,2.0,4.89,
HIP 34444,* del CMa,107.09785021416668,-26.39319957888889,-3.12,3.31,2.03,0.38,s*y,F8Ia,33.67,0.24,1.84,NAME Wezen
HIP 34981,*  27 CMa,108.56338216558667,-26.352508045988618,-6.749,4.723,2.2694,0.4265,Be*,B4Ve_sh,16.3,3.6,4.65,
HIP 37826,* bet Gem,116.32895777437876,28.02619889009357,-626.55,-45.8,96.54,0.27,PM*,K0IIIb,3.391,0.0003,1.14,NAME Pollux
HIP 42624,* n Vel,130.30470417271,-47.31713042593999,-7.808,10.611,1.4107,0.0881,*,A5II,14.66,0.51,4.77,
HIP 53589,V* U Car,164.45077781032,-59.73218985614999,-5.963,2.397,0.553,0.0226,cC*,G5/8Iab,2.1,0.0,6.11,
HIP 54522,V* CO UMa,167.32949799545,36.30937955332,-44.057,-23.201,7.5976,0.1416,LP*,M4III,22.11,0.23,5.74,
HIP 55219,* nu. UMa,169.61973835928958,33.09430607022111,-26.139,27.892,7.9823,0.4825,*,K3-III:,-9.63,0.38,3.49,NAME Alula Borealis
HIP 56332,*  18 Crt,173.22553625177,-31.08722539965,-29.5,6.543,7.7972,0.116,*,M1/2III,19.4,2.0,5.11,
HIP 61789,* l Cen,189.9688713973183,-39.987301756671386,-41.544,-26.757,9.738,0.2028,**,B8II/III,15.1,,4.64,
HIP 62012,* w Cen,190.64771378314288,-48.81311031623972,-124.02,-30.42,16.8384,0.1393,PM*,K0III,-11.09,0.12,4.66,
HIP 63688,HD 113120,195.7722325714408,-71.475733966825,-11.508,-3.508,2.3566,0.0734,Be*,B2IVne,-5.0,7.4,6.03,
HIP 31446,HD  46769,98.81595221268,0.8902181017499999,-1.509,-1.372,1.302,0.0851,*,B7Ib-II,12.9,0.58,5.86,
HIP 31681,* gam Gem,99.42796042942896,16.399280426663772,13.81,-54.96,29.84,2.23,SB*,A1.5IV+,-12.63,0.02,1.92,NAME Alhena
HIP 32067,HD  48099,100.49679526094,6.345425714269999,1.043,2.752,0.7632,0.0417,Be*,O5V((f))z+O9:V,-651.072021,0.108526,6.37,
HIP 35152,*  53 Gem,108.98819635530002,27.897420977140005,-12.384,-1.967,4.0783,0.0905,*,M1III,25.11,0.19,5.71,
HIP 36377,* sig Pup,112.30763598742708,-43.30143539413861,-61.628,189.627,17.0234,0.5614,SB*,K5III,87.3,0.74,3.25,NAME Hadir
HIP 43807,HD  76566,133.83000897788,-45.04167336499,-13.091,7.601,2.6833,0.0455,*,B3IV,22.0,3.3,6.26,
HIP 44824,* kap Pyx,137.01199942675,-25.85853788063,34.972,0.197,6.239,0.1081,*,K4III,-44.7,2.0,4.56,
HIP 46390,* alf Hya,141.89684459585948,-8.658599531745583,-15.23,34.37,18.09,0.18,*,K3IIIa,-4.561,0.0001,1.97,NAME Alphard
HIP 46651,* psi Vel,142.67499823420744,-40.46673934507773,-147.98,61.35,53.15,0.37,**,F3VFe-0.7,8.8,1.8,3.6,
HIP 47943,HD  84542,146.54184663665,6.70855639132,3.518,-23.591,3.2175,0.0939,*,M1III,-1.1,0.19,5.79,
HIP 34215,HD  53510,106.4126061312,9.18579069076,41.594,-11.293,4.6749,0.082,*,M0III,47.61,0.21,5.78,
HIP 35037,* ome CMa,108.70272505556083,-26.772667556726383,-11.617,8.109,3.561,0.1524,Be*,B2.5Ve,23.2,2.4,3.82,
HIP 41296,HD  71510,126.38052078926,-51.72741353704999,-14.47,17.462,4.3147,0.0711,Be*,B3IV,18.0,4.2,5.17,
HIP 42088,* C Vel,128.68165214948,-49.94420212839999,-13.919,18.036,2.6918,0.0676,s*r,K1.5Ib,4.25,0.17,5.01,
HIP 51213,*  45 Leo,156.91245384111,9.7623916681,8.101,-5.169,7.7772,0.0634,a2*,B9.5IV-VpSiCrSr(Mn),-8.48,1.01,6.04,
HIP 52370,HD  92938,160.5588303015621,-64.46642611042111,-17.821,11.58,6.7516,0.0843,Be*,B3V,24.2,2.0,4.82,
HIP 53154,HD  94367,163.12852503102,-57.24040501064,-6.173,3.691,0.4441,0.056,sg*,A0Ia,-23.6,2.0,5.25,
HIP 53773,* i Vel,165.03860085978206,-42.22585844177584,23.077,3.942,16.2011,0.1139,*,A3V,-3.11,0.16,4.39,
HIP 55106,HD  98088,169.24240530598,-7.134686048729999,-8.221,8.458,7.88,0.0566,a2*,ApSrCrEu,-8.1,1.78,6.14,
HIP 58803,HD 104731,180.91488506159703,-42.43405844851056,318.554,-111.12,40.4345,0.0884,PM*,F5V,39.367,0.0007,5.15,
HIP 65581,* i Vir,201.67986058635,-12.707662904459996,-130.093,-21.369,6.6344,0.1294,PM*,K5III,-28.6,2.0,5.25,
HIP 32759,* kap CMa,102.46024630194668,-32.508478839148054,-8.957,4.464,4.83,0.1789,Be*,B1.5Ve,14.0,4.1,3.89,
HIP 33357,HD  51799,104.06662450585918,-48.72114336132056,1.103,8.16,2.7727,0.0997,*,M1III,22.1,0.8,4.95,
HIP 33971,*  19 Mon,105.728238554715,-4.239232114966389,-4.02,2.267,2.6167,0.1528,bC*,B2Vn(e),24.8,2.0,5.0,
HIP 35120,HD  56031,108.9142893542,7.97774371323,23.088,2.841,5.7896,0.1352,*,M4III,-10.12,0.35,5.82,
HIP 35412,*  29 CMa,109.66824556404002,-24.55869951348,-2.865,3.678,0.8549,0.1277,SB*,O7Iafpvar,20.0,1.7,4.95,
HIP 36046,* iot Gem,111.43164850380958,27.79807970844639,-122.06,-85.133,24.0201,0.1873,PM*,G9IIIb,7.432,0.0009,3.79,
HIP 36284,* gam CMi,112.04080952897002,8.925524480059998,-62.112,11.141,3.134,0.1714,SB*,K3-IIIFe-0.5,46.8,0.3,4.3,
HIP 37023,HD  60437,114.13181033222,46.18028662718,-28.162,-33.028,5.5345,0.0859,*,M0III,26.259001,0.002351,5.65,
HIP 36981,HD  60855,114.01622127806,-14.49277191538,-7.108,0.542,2.0401,0.0781,Be*,B2Ve,22.1,1.9,5.7,
HIP 37369,HD  61294,115.06122118372,38.34454087311,-39.997,-10.303,3.24,0.0781,*,M0III,46.26,0.18,5.73,
HIP 43105,* f Car,131.67728441808163,-56.76977625382028,-9.555,9.647,5.2893,0.1387,Be*,B3V(n),27.0,7.4,4.49,
HIP 45439,* l Vel,138.90295057607,-38.56994296101,-71.038,-10.227,14.1358,0.0573,PM*,K1III,1.62,0.14,4.94,
HIP 33152,* omi01 CMa,103.53313445883,-24.18421097264,-3.771,4.066,1.2869,0.1209,s*r,K2Iab,36.3,0.9,3.87,
HIP 35550,* del Gem,110.03072735754375,21.98230404962861,-27.722,-14.702,53.7692,0.2403,SB*,F2VkF0mF0,4.1,2.0,3.53,NAME Wasat
HIP 40096,HD  68601,122.85788739942956,-42.98727792237056,-5.429,4.469,0.7273,0.1093,*,A5Ib,19.2,0.8,4.75,
HIP 44738,V* NS Hya,136.74974734042,1.46269299831,-10.745,-15.887,2.8116,0.0548,LP*,M3III,4.61,0.19,6.17,
HIP 45344,* z Vel,138.60202435889,-43.22748943773,-24.066,13.306,5.3395,0.0778,*,B3/5V,15.0,4.2,5.25,
HIP 47544,V* DR Leo,145.39631853109,31.277813496990007,15.925,-10.177,3.2999,0.0693,LP*,K6III,-15.9368,0.002835,5.84,
HIP 48356,* ups01 Hya,147.86947907884206,-14.846628713346949,31.037,-26.862,13.1263,0.3364,*,G7III,-14.34,0.04,4.11,
HIP 48615,HD  85951,148.71751874799,-19.00933885796,-45.386,-40.456,5.6789,0.2214,PM*,K5III,53.68,1.62,4.94,
HIP 34088,* zet Gem,106.02721349362083,20.570298465267225,-7.738,-0.943,3.0729,0.2177,cC*,G1Ib,9.5325,0.0552,3.79,NAME Mekbuda
HIP 34834,* I Pup,108.14010473493543,-46.75930460719945,-135.806,107.433,46.9031,0.1185,a2*,F3VFe-1.0,0.2,0.46,4.49,
HIP 35205,HD  56618,109.1458033862,-27.88117904547,-13.193,38.623,7.6228,0.1304,*,M2III,41.5,2.0,4.64,
HIP 42828,* alf Pyx,130.8980726264225,-33.18638327946639,-14.613,10.012,4.1089,0.2147,*,B1.5III,15.3,2.0,3.68,
HIP 47267,* y Vel,144.50604759952,-43.19094006689999,27.785,-35.722,6.5023,0.0575,Pe*,G8IIIBa1.5,5.33,0.21,5.5,
HIP 51576,* p Car,158.0061045480125,-61.68533195288,-18.348,10.266,6.4438,0.3437,Be*,B4Vne,26.0,2.0,3.27,
HIP 52009,V* U Hya,159.38863730625002,-13.384542478611111,42.59,-37.72,4.8,0.23,C*,C-N5,-25.8,1.7,4.82,
HIP 57363,* lam Mus,176.40172787504667,-66.7287577037325,-95.242,34.663,23.7289,0.4679,PM*,A7V,12.28,0.77,3.65,
HIP 40259,*  20 Pup,123.33319648832,-15.78822467489,-12.796,-3.749,3.1741,0.0703,*,G4Ib-II,17.07,0.14,4.99,
