catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HD  40176,* ksi Col,88.87464508704,-37.12068315822,34.59,-14.688,10.1427,0.2792,*,K1IIICNII,59.5,2.0,4.961,
HD  39587,* chi01 Ori,88.59576245541668,20.276172788333334,-162.54,-99.51,115.43,0.27,SB*,G0V,5.7,0.1,4.4,
HD  38899,* 134 Tau,87.38720972302957,12.651322412640832,-21.764,-18.546,11.5984,0.139,*,B9V,19.71,0.46,4.875,
HD  38751,* 132 Tau,87.25404562438,24.567460751190005,-13.211,-13.716,6.3528,1.089,**,G9III,19.2,0.91,4.873,
HD  39357,* 136 Tau,88.33185937942498,27.61226194180028,4.277,-9.595,8.1685,0.1157,SB*,A0V+A0V,-16.1,0.9,4.552,
HD  40111,* 139 Tau,89.49857057937459,25.953912167651104,-1.909,-2.109,0.8615,0.179,s*b,B1Ia,8.0,4.2,4.82,
HD  38944,* ups Aur,87.76015536901,37.30556969497,36.426,-45.606,5.7358,0.2055,PM*,M0III,37.67,0.16,4.74,
HD  38678,* zet Lep,86.73892235277415,-14.82195015846389,-14.203,-0.776,44.794,0.2466,*,A2IV-V(n),24.7,1.1,3.525,
HD  38393,* gam Lep,86.115794237325,-22.44838548784833,-291.757,-368.521,112.296,0.1452,PM*,F6V,-9.199,0.0004,3.6,
HD  37795,* alf Col,84.91225429958334,-34.07410971972223,1.685,-24.345,11.4008,0.4452,Be*,B9Ve,35.0,4.0,2.65,NAME Phact
HD  37507,* d Ori,84.72117993594,-7.212829772149999,-15.402,-49.302,22.9587,0.111,SB*,A4Vn,-11.07,0.3,4.8,
HD  37468,* sig Ori,84.68652242855,-2.60007866108,4.6,-0.4,3.04,8.92,Y*O,O9.5V+B0.2V(n),29.9,1.6,3.79,
HD  37202,* zet Tau,84.41118926291666,21.14254411222222,1.78,-20.07,7.33,0.82,Be*,B1IVe_shell,20.0,2.5,3.03,
HD  36960,HD  36960,83.76117628813041,-6.002030097000834,1.111,1.681,2.6166,0.1203,*,B0.5V,27.7,0.8,4.72,
HD  36079,* bet Lep,82.06134536679916,-20.759443885748333,-5.748,-83.65,20.8697,0.2047,PM*,G5II-IIIa:,-14.2,0.1,2.84,NAME Nihal
HD  36486,* del Ori,83.00166705557675,-0.2990951070833332,0.64,-0.69,4.71,0.58,**,O9.5IINwk,18.5,0.5,2.41,NAME Mintaka
HD  35708,* o Tau,81.90868401411792,21.936968078639445,4.104,-7.699,5.3969,0.1405,*,B2.5V,16.5,0.1,4.868,
HD  35497,* bet Tau,81.57297133176498,28.607451724998228,22.76,-173.58,24.36,0.34,PM*,B7III,9.2,2.0,1.65,NAME Elnath
HD  34816,* lam Lep,79.89384295078916,-13.176769401368889,3.04,-4.801,3.3378,0.179,**,B0.5V,20.2,,4.29,
HD  34642,* omi Col,79.37120307901542,-34.89520076723778,96.167,-339.569,30.788,0.0975,PM*,K1IV,21.1,0.09,4.83,
HD  35439,* psi01 Ori,81.18678077013,1.84644497658,1.047,0.433,2.9321,0.1219,Be*,B1Vn,19.3,2.0,4.96,
HD  35039,* o Ori,80.44061398642,-0.3824668706099999,-0.077,1.563,2.8587,0.1581,SB*,B2IV,28.8,2.0,4.74,
HD  35149,*  23 Ori,80.70834994391,3.5444587383899995,-1.802,-3.476,1.8431,0.2459,SB*,B2IV/V,18.0,3.7,5.0,
HD  33959A,*  14 Aur,78.85164248557,32.68759991105,-25.256,12.339,12.0126,0.1151,dS*,A8III,-9.3,0.2,5.0,
HD  33959,*  14 Aur,78.85164248557,32.68759991105,-25.256,12.339,12.0126,0.1151,dS*,A8III,-9.3,0.2,5.0,
HD  35186,* sig Aur,81.16308949573,37.38534910029,-0.564,-10.953,6.3543,0.0892,*,K3IIICN+2,-19.4,0.17,4.996,
HD  33276,*  15 Ori,77.42482144179,15.597213047200002,4.185,-7.263,9.8438,0.5502,**,F2IV,28.79,0.84,4.82,
HD  32549,*  11 Ori,76.14228828818082,15.404102144530556,17.432,-31.043,7.8068,0.1402,a2*,A1VpSiCr,16.8,2.0,4.661,
HD  33641,* mu. Aur,78.35717509811,38.48449878275001,-20.673,-75.488,20.1016,0.5023,**,A4m,24.39,0.32,4.821,
HD  32045,*  64 Eri,74.98223662798,-12.53741678567,39.894,-87.358,11.5441,0.0851,dS*,F0V,3.73,0.23,4.77,
HD  32309,HD  32309,75.35658563567,-20.05191896613,36.928,-15.404,16.5691,0.0866,*,B9V,24.2,2.0,4.885,
HD  31237,* pi.05 Ori,73.56290435241,2.44067165846,0.561,1.34,3.2945,0.2632,SB*,B2III,24.2,0.7,3.73,
HD  31767,* pi.06 Ori,74.63709287275,1.7140135367600002,-0.589,-6.482,4.2093,0.1393,*,K2-IIb,14.73,0.17,4.459,
HD  31295,* pi.01 Ori,73.72386707883084,10.150834290816942,40.783,-128.345,27.0067,0.1806,PM*,A0Va_lB,18.22,0.35,4.648,
HD  30834,*   2 Aur,73.15825144049,36.70318808734999,-25.273,-3.715,5.2978,0.1192,RG*,K3-IIIBa0.4,-17.24,0.08,4.779,
HD  29763,* tau Tau,70.56124685498,22.95690281483,3.181,-17.028,8.231,0.4049,SB*,B3V,14.6,2.0,4.258,
HD  30504,*   1 Aur,72.47765909158625,37.488279635840286,-37.763,39.173,7.1331,0.1347,PM*,K3+III,-24.65,0.48,4.867,
HD  28749,*  45 Eri,67.9694526219,-0.04401106574,-1.469,-7.681,3.7428,0.0998,*,K0/1III,15.22,0.35,4.896,
HD  29248,* nu. Eri,69.07975799391498,-3.352460484701945,0.865,-4.665,4.7961,0.25,bC*,B2III,14.9,2.0,3.928,
HD  28100,* pi. Tau,66.65154769028,14.7137818582,-8.802,-30.335,8.0403,0.1054,*,G7IIIFe-0.5,31.2689,0.005717,4.69,
HD  28292,*  75 Tau,67.1098746163,16.359674945809996,9.504,18.501,16.803,0.1038,**,K1IIIb,16.66,0.16,4.969,
HD  28307,* tet01 Tau,67.14374134289625,15.962283658173057,106.133,-58.129,24.7693,0.4363,SB*,G9IIIFe-0.5,42.193,0.0004,3.84,
HD  27371,* gam Tau,64.94834968291876,15.627642051424726,116.247,-23.368,21.6645,0.1831,**,G9.5IIIabCN0.5,38.458,0.0007,3.65,NAME Prima Hyadum
HD  28305,* eps Tau,67.15416772966458,19.18043420581389,107.526,-36.2,22.3654,0.1721,**,G9.5IIICN0.5,38.42,0.0004,3.53,NAME Ain
HD  27348,*  54 Per,65.10265794747,34.56672594375,-24.314,-7.053,14.0327,0.1193,*,G8+IIIb,-26.713,0.001,4.929,
HD  27382,* phi Tau,65.08840040522,27.35075230516,-27.923,-77.134,11.4462,0.0884,PM*,K2III,1.85,0.16,4.951,
HD  26912,* mu. Tau,63.88357525019291,8.892355084943333,19.77,-21.918,6.4463,0.2095,*,B3IV,16.3,0.6,4.279,
HD  26574,* omi01 Eri,62.96641270133917,-6.837579624323332,10.233,81.858,26.1097,0.1777,dS*,F0III,11.0,4.1,4.026,NAME Beid
HD  27045,* ome02 Tau,64.31525469368,20.578597379489995,-40.375,-59.486,35.0804,0.0963,PM*,A3m,13.23,0.14,4.914,
HD  25025,* gam Eri,59.50735758877376,-13.508514805984444,62.227,-112.006,17.0016,0.2254,LP?,M0III-IIIb,60.81,0.25,2.94,NAME Zaurak
HD  26673,* f Per,63.72221833652,40.48364037799,-1.0,-24.451,4.1967,0.5366,SB*,G5II+A2V,-4.5,0.74,4.691,
HD  26674,* f Per,63.72221833652,40.48364037799,-1.0,-24.451,4.1967,0.5366,SB*,G5II+A2V,-4.5,0.74,4.691,
HD  25267,* tau09 Eri,59.981182366400006,-24.01621588763,11.786,16.74,9.9739,0.1001,a2*,ApSi,25.5,0.5,4.66,
HD  23614,* pi. Eri,56.53556341675,-12.101588482009998,56.125,59.445,6.3943,0.1654,LP?,M1III,45.2,0.1,4.42,
HD  24160,* g Eri,57.36352607903708,-36.20025674197,-45.547,-49.503,14.9781,0.0915,PM*,G7III,2.69,0.12,4.17,
HD  23480,*  23 Tau,56.58160786306708,23.948358938116662,13.075,-48.404,7.067,0.2862,Be*,B6IV(e),6.2,2.0,4.18,NAME Merope
HD  23408,*  20 Tau,56.45670064515208,24.36774376828833,19.516,-45.527,7.6713,0.3104,PM*,B7III,7.4,0.5,3.87,NAME Maia
HD  23319A,* h Eri,55.708562114702914,-37.313516819271946,-91.264,-70.315,18.5379,0.0757,HB*,K1.5IIIbCN0.5,9.9,0.07,4.583,
HD  23319,* h Eri,55.708562114702914,-37.313516819271946,-91.264,-70.315,18.5379,0.0757,HB*,K1.5IIIbCN0.5,9.9,0.07,4.583,
HD  22484,*  10 Tau,54.21826543507,0.4016644716191667,-232.563,-481.472,71.837,0.1503,PM*,F9IV-V,28.08,0.0007,4.3,
HD  21120,* omi Tau,51.20332632709,9.02886962001,-66.384,-74.413,15.0788,0.3082,SB*,G6III,-19.79,0.06,3.6,
HD  20610,*  15 Eri,49.592125613118334,-22.51110428428361,5.728,8.968,7.0838,1.4668,**,K0III,17.11,0.33,4.875,
HD  20320,* zet Eri,48.95844035892001,-8.81973238362,-2.8,46.883,27.395,0.135,SB*,kA4hA9mA9V,-5.8,4.2,4.8,NAME Zibal
HD  20150,* zet Ari,48.72540966679999,21.044447008140004,-26.276,-73.782,11.8942,0.4325,PM*,A1V,7.3,2.8,4.869,
HD  82741,HD  82741,143.76595730048,39.6214926432,-29.916,20.216,14.9133,0.1032,*,G9.5IIIbFe-1,-13.57,0.16,4.8,
HD  18884,* alf Cet,45.56988780332224,4.089738771805157,-10.41,-76.85,13.09,0.44,LP?,M1.5IIIa,-25.47,0.1,2.53,NAME Menkar
HD  77912,HD  77912,136.63236601269,38.45221393586,-27.05,-14.729,4.6253,0.117,Pe*,G7IIa,16.04,0.18,4.539,
HD 102224,* chi UMa,176.51255861980331,47.77940424229889,-138.297,28.66,16.4382,0.113,PM*,K0.5IIIb:,-9.02,0.2,3.72,NAME Taiyangshou
HD 107950,*   5 CVn,186.00622618936,51.56225684355001,12.955,11.323,8.6643,0.0776,*,G7IIIBa0.3,-13.6674,0.011418,4.761,
HD 138629,* nu.02 Boo,232.94576269019004,40.89933486302999,-22.887,-12.041,7.3894,0.1816,**,A2V,-16.6,3.7,4.978,
HD  85235,* phi UMa,148.02647655093364,54.064332289441886,-6.0,19.16,6.41,0.59,**,A3IV,-14.7,0.3,4.557,
HD  77327,* kap UMa,135.90636507404153,47.15652472719766,-36.19,-55.4,9.1,0.5,**,A1Vn,2.3,1.2,3.55,
HD 126660,* tet Boo,216.2991539590004,51.85074367335807,-235.97,-399.696,69.0686,0.1579,PM*,F7V,-10.627,0.0065,4.05,
HD  78209,* f UMa,137.2177373836521,51.60464775047056,-137.15,-33.143,34.9307,0.1402,PM*,kA3VmF5IIISr,-0.1,0.7,4.48,
HD 142373,* chi Her,238.16892103821044,42.45151746635472,438.839,629.541,62.9028,0.0807,PM*,F8VFe-2Hdel-1,-56.072,0.001,4.62,
HD 121130,* i Dra,207.85796514593545,64.72328127628585,11.258,-0.843,7.7157,0.1701,LP?,M3.5III,-12.26,0.17,4.66,
HD  67006,*  27 Lyn,122.11437885215707,51.50666498681472,-58.882,-4.246,13.3269,0.3,PM*,A2V,12.15,3.12,4.797,
HD  89822,V* ET UMa,156.0326953299,65.56642260365,-8.965,-21.009,9.6318,0.0953,a2*,A1:VpSiSrHg,-0.1,0.9,4.93,
HD 144206,* ups Her,240.69957424293,46.03670386587,55.458,-61.501,8.7194,0.0775,PM*,B9.5III,5.88,0.18,4.709,
HD 109551,*   6 Dra,188.68341369813,70.02177924793,-32.393,-4.449,6.6159,0.4238,SB*,K2.5IIIFe-2,3.38,0.3,4.946,
HD  81937,* h UMa,142.88211696306456,63.06185995089555,107.818,26.791,42.0904,0.1616,PM*,F0V,-1.38,0.37,3.67,
HD 100029,* lam Dra,172.85092364299916,69.33107573011195,-41.24,-18.851,8.6458,0.1446,*,M0III-IIIaCa1,6.6,0.13,3.85,NAME Giausar
HD  58142,*  21 Lyn,111.67855088726876,49.21152707020945,-10.185,-48.768,11.9021,0.1382,PM*,A0.5Vs,25.95,0.16,4.61,
HD  78362,* tau UMa,137.7293415982,63.51367121287,104.904,-69.926,27.6487,0.4948,SB*,F6IIIn,-8.59,0.28,4.64,
HD  78363,* tau UMa,137.7293415982,63.51367121287,104.904,-69.926,27.6487,0.4948,SB*,F6IIIn,-8.59,0.28,4.64,
HD  92523,HD  92523,160.76683631799,69.07621382566,0.679,-12.936,6.9401,0.0841,*,K3III,-1.05,0.18,4.992,
HD  71369,* omi UMa,127.56612565266668,60.71816822394111,-133.644,-107.664,17.9335,0.1456,PM*,G5III:,19.8,0.2,3.42,NAME Muscida
HD  76827,* rho UMa,135.63621448841,67.62961744952,-21.736,17.726,10.1658,0.1581,*,M3IIICa1,4.75,0.19,4.76,
HD  82210,* d UMa,143.62024780327,69.83034070608,-64.043,77.209,31.1546,0.1208,RS*,G5III-IV,-27.07,0.17,4.57,
HD  50973,* psi10 Aur,104.4046134033554,45.094093919998336,-21.415,-3.391,14.4052,0.1055,*,A2Vn,-11.7,0.7,4.893,
HD 131873,* bet UMi,222.67635749796767,74.15550393675127,-32.61,11.42,24.91,0.12,V*,K4-III,16.96,0.19,2.08,NAME Kochab
HD 127700,*   5 UMi,216.8814361366858,75.69599430834361,8.809,20.671,9.3215,0.1403,*,K4-III,9.34,0.19,4.235,
HD 137422,* gam UMi,230.1820980485008,71.83402545491221,-15.908,17.146,6.5959,0.2943,dS*,A2III,-3.9,0.6,3.002,NAME Pherkad
HD 151101,* g Dra,250.2296645100692,64.58904568811278,-0.598,-16.291,4.5535,0.1081,*,K0IIICN-0.5CH-2Ca1,-0.885023,0.004243,4.842,
HD 149212,*  15 Dra,246.99589402111,68.76813708627,-24.299,34.349,6.7911,0.0748,*,B9.5IV,-6.7,2.0,4.949,
HD 124547,*   4 UMi,212.21219214466,77.54750978133,-30.815,33.335,4.318,0.4488,SB*,K3-IIIbFe-0.5,5.86,0.1,4.805,
HD  81817,HD  81817,144.2720324125,81.32638087305554,-16.62,-16.41,3.28,0.15,SB*,K3II-III,-6.98,0.1,4.255,
HD 159181,* bet Dra,262.60817373291667,52.30138870861111,-15.89,12.28,8.58,0.1,*,G2Ib-IIa,-20.825,0.0022,2.81,NAME Rastaban
HD  44537,* psi01 Aur,96.22458979254,49.2878920061,-0.155,-2.131,0.4426,0.1103,s*r,K5-M1Iab-Ib,-9.7,0.4,4.75,
HD  49878,HD  49878,105.01682160210918,76.97740862475611,72.948,-13.442,17.0753,0.1093,PM*,K4III,-29.87,0.12,4.54,
HD  42818,HD  42818,94.71157297372876,69.31981423597666,1.816,-118.495,18.3472,0.2222,PM*,A0Vn,-7.0,7.4,4.757,
HD  40239,* pi. Aur,89.98374135855,45.93673491601,-3.755,-7.785,4.5154,0.241,LP*,M3IIb,0.71,0.76,4.25,
HD 166205,* del UMi,263.0541592214034,86.58645960557529,10.025,54.053,17.8802,0.0922,PM*,A1Van,-8.92,1.08,4.336,NAME Yildun
HD  39283,* ksi Aur,88.71152890533,55.70696670846001,-7.049,12.959,13.3702,0.167,*,A2V,-11.8,2.0,4.96,
HD 176524,* ups Dra,283.59938282556,71.29719626537,50.28,42.736,8.6601,0.227,SB*,K0IIICN0.5,-8.75,0.2,4.814,
HD 170693,*  42 Dra,276.49640400057,65.56348092883,105.816,-26.846,11.056,0.0841,PM*,K1.5IIIFe-1,32.553799,0.004679,4.823,NAME Fafnir
HD 171635,* d Dra,278.14384413886,57.04559604823001,0.068,-7.961,1.02,0.0583,*,F8Ib-II,-12.32,0.17,4.761,
HD  19275,HD  19275,47.98445484034,74.39365830223,14.158,-86.811,19.6409,0.0848,PM*,A2Vnn,11.9,3.1,4.834,
HD  31278,*   7 Cam,74.32165746492625,53.75210201356083,-24.585,8.141,9.3782,0.2504,SB*,A1V,-7.9,0.9,4.433,
HD 175306,* omi Dra,282.80039310189,59.38835014726,79.097,26.328,9.5709,0.1993,RS*,G9IIIFe-0.5,-38.19,0.42,4.636,
HD  23401,* gam Cam,57.58962223085542,71.33226610659722,18.435,-41.956,8.4446,0.0826,*,A2IVn,-2.84,0.28,4.604,
HD 182564,* pi. Dra,290.1670477892996,65.71453186921029,14.587,41.076,14.2637,0.1717,*,A0III,-29.16,0.14,4.59,
HD  23475,V* BE Cam,57.38032311777,65.52597939514,0.319,-15.593,3.3288,0.1847,LP*,M2II,-1.7,1.47,4.48,
HD 181276,* kap Cyg,289.27570134506874,53.36845827781306,59.476,123.003,26.4853,0.1081,PM*,G9III,-29.36,0.03,3.76,
HD  23089,HD  23089,56.50971455266,63.34505876123999,-2.15,-16.007,2.9225,0.1564,**,G2Ib/II+B7III/IV,-2.4,0.9,4.81,
HD  23090,HD  23089,56.50971455266,63.34505876123999,-2.15,-16.007,2.9225,0.1564,**,G2Ib/II+B7III/IV,-2.4,0.9,4.81,
HD  12111,*  48 Cas,30.489551300890835,70.90696692312001,-96.374,0.798,28.83,0.4891,**,A3Va,-5.0,5.0,4.54,
HD 189276,HD 189276,298.98074454629995,58.84596862979999,-8.725,-20.993,3.668,0.0864,*,K4.5IIIa,4.26,0.34,4.96,
HD 210807,*  24 Cep,332.4517944276,72.34120548068,33.041,2.809,8.2802,0.0916,*,G7II-III,-16.239,0.0028,4.786,
HD 218658,* pi. Cep,346.9743906898412,75.3874986252686,6.81,-34.06,13.22,0.95,**,G3III+F3V,-27.3276,0.010835,4.41,
HD 184006,* iot Cyg,292.4264926137312,51.72977792205221,20.804,127.895,26.6363,0.1689,PM*,A5V,-19.5,2.0,3.755,
HD  26961,* b Per,64.56092274545583,50.295493065878055,41.798,-53.997,8.5467,0.2335,SB*,A1III,8.78,4.45,4.594,
HD  21291A,HD  21291,52.2672203734,59.940333656830006,-2.751,-1.066,1.0527,0.1311,s*b,B9Ia,0.18,1.52,4.22,
HD  21291,HD  21291,52.2672203734,59.940333656830006,-2.751,-1.066,1.0527,0.1311,s*b,B9Ia,0.18,1.52,4.22,
HD  25642,* lam Per,61.64601078927791,50.35126150659166,-13.232,-36.319,7.5259,0.1142,*,A0IVn,6.1,2.0,4.29,
HD  27396,* d Per,65.3881926825,46.49887912276,21.659,-35.177,6.8802,0.1353,bC*,B4IV,7.3,0.9,4.812,
HD   8491,* psi Cas,21.483429973130832,68.13001379715332,74.122,26.31,16.2403,0.1061,PM*,K0III-IIIbCN0.5,-12.37,0.00491,4.727,
HD  18970,* k Per,46.38504794668,56.70571881232,-12.96,69.781,15.1897,0.0982,PM*,G9+IIIb,-45.65,0.17,4.766,
HD  21428,*  34 Per,52.34187290056292,49.50895295100028,23.542,-29.923,5.7184,0.2286,*,B3V,-3.5,0.9,4.735,
HD   8538,* del Cas,21.45396446208333,60.23528402972222,296.57,-49.22,32.81,0.14,EB*,A5IV,6.7,1.78,2.68,NAME Ruchbah
HD   2905,* kap Cas,8.249966181752502,62.93178142392444,3.126,-1.835,1.0644,0.1627,s*b,BC0.7Ia,0.3,0.8,4.16,
HD 220652,*   4 Cas,351.2094267145825,62.28281016386695,11.356,-11.205,3.8933,0.1326,*,M1/3,-38.98,0.13,4.955,
HD 195556,* ome01 Cyg,307.51475394137,48.95156682478001,10.058,6.873,2.5459,0.081,Pu*,B2.5IV,-21.9,2.0,4.936,
HD 192514,*  30 Cyg,303.32522443319,46.815675264430006,13.597,-1.396,5.1207,0.0725,*,A5IIIn,-26.0,3.7,4.819,
HD   9408,* chi Cas,23.48283948896,59.23205391431,-44.188,-18.538,16.2553,0.095,*,G9IIIb,7.027,0.0376,4.681,
HD   5234,* ups01 Cas,13.75064876158,58.97269920721,-31.2,-44.986,9.062,0.107,PM*,K2III,-22.36,0.19,4.82,
HD   5395,* ups02 Cas,14.16627144337,59.18105702418999,-92.611,-45.397,16.6465,0.0859,Pe*,G8.5IIIbFe-0.5,-47.941,0.0007,4.622,
HD 218376,*   1 Cas,346.6534074061571,59.41975982112528,5.882,-2.524,2.2684,0.0889,*,B0.5III,-9.1,0.9,4.84,
HD 213306,* del Cep,337.29276110013086,58.41519378156944,14.56,3.238,3.5551,0.1475,cC*,F5Iab:+B7-8,-21.1548,0.0578,3.75,
HD  16895,* tet Per,41.04994423087624,49.228448519215,334.708,-89.251,89.685,0.1638,PM*,F8V,24.394,0.0013,4.11,
HD 224014,* rho Cas,358.59596887605,57.499381871500006,-4.699,-3.112,0.947,0.2021,LP*,G2_0,-55.15,3.87,4.59,
HD 221253,V* AR Cas,352.5080859874299,58.548920051420005,17.957,4.441,4.8857,0.1116,SB*,B3V,-15.9,0.9,4.886,
HD 223165,* tau Cas,356.76439327339,58.65199103572999,60.379,56.828,18.7789,0.0802,PM*,K1-IIIa,-20.0054,0.004492,4.873,
HD 201251,* f02 Cyg,316.6503893069042,47.64840339003084,6.076,-1.863,2.5324,0.1242,*,K4Ib-IIa,-26.32,0.21,4.514,
HD  20677,* l Per,50.36066150050001,43.32965086794,-61.008,-0.964,20.9522,0.1086,PM*,A3V,-12.59,0.45,4.946,
HD  14872,*  65 And,36.40592906717001,50.27862870409,24.289,-14.483,7.6317,0.1467,*,K4.5III,-4.93,0.2,4.71,
HD 194093,* gam Cyg,305.55709098208337,40.25667915638889,2.39,-0.91,1.78,0.27,*,F8Ib,-5.906,0.0006,2.23,NAME Sadr
HD  19656,* ome Per,47.82242490244833,39.61158091384389,-24.565,4.419,10.546,0.124,*,K0III,6.6,0.13,4.607,NAME Gorgonea Quarta
HD  13520,* b And,33.3055091634783,44.2316466494814,-20.9,-14.46,5.2634,0.2576,SB*,K4-III:,-48.0,0.3,4.826,
HD   4180,* omi Cas,11.181327503027084,48.28436973261194,17.415,-8.947,0.5116,0.7336,Be*,B5IIIe,-16.9,5.0,4.5,
HD 212120,*   2 Lac,335.25644708706545,46.53656977961028,22.035,1.927,5.2687,0.1626,SB*,B6V,-9.5,2.0,4.54,
HD   8799,* ome And,21.91408631466458,45.406684757618336,357.564,-110.039,34.7332,0.1341,**,F4IV,14.1,0.43,4.83,
HD   8207,* ksi And,20.58508364821,45.52877673579,31.681,9.024,14.6042,0.1028,*,K0-IIIb,-12.3534,0.004233,4.868,NAME Adhil
HD   4058,* pi. Cas,10.866957011260002,47.02454577746,-24.57,-36.886,18.6293,0.1142,SB*,A5V,12.9,0.8,4.949,
HD 223047,* psi And,356.50852930961,46.42027401636,8.446,-7.143,1.6352,0.1627,**,G3Ib-II,-23.163,0.0012,4.966,
HD 213420,*   6 Lac,337.62191955812244,43.12337646048139,-2.38,-5.541,2.8367,0.1336,SB*,B2IV,-8.7,0.9,4.511,
HD 202850,* sig Cyg,319.3539677916984,39.394679733096666,0.195,-3.609,1.1711,0.1498,s*b,B9Iab,-6.23,0.66,4.24,
HD   2051,NGC   104,6.022329166666666,-72.08144444444444,5.25,-2.53,0.232,0.009,GlC,,-17.2,0.1,4.09,NAME 47 Tuc Cluster
HD 143466,V* CL Dra,239.4476694281,54.74976377222,-151.009,107.081,29.6204,0.0809,dS*,F1IVab,-11.0,4.2,4.96,
HD 147449,* sig Ser,245.51811756526,1.02904350912,-158.172,50.612,35.5388,0.1366,PM*,F1IV,-49.3,0.9,4.82,
HD  82434A,* psi Vel A,142.67469066037916,-40.46683082992695,-178.488,93.5,54.6059,0.4483,PM*,,,,3.91,
HD 139892,*   7 CrB A,234.84447017954,36.63581105988,-15.51,-7.465,6.4259,0.096,SB*,B7V,0.0,0.4,4.979,
HD 139891J,*   7 CrB A,234.84447017954,36.63581105988,-15.51,-7.465,6.4259,0.096,SB*,B7V,0.0,0.4,4.979,
HD 173582,* eps01 Lyr A,281.08476560932,39.67012916819,13.9,62.391,20.6911,0.4026,PM*,A3V,-31.0,2.0,4.991,
HD  89890,* J Vel,155.22831547076,-56.04323770783,-12.192,5.367,2.2692,0.1591,Be*,B5II,10.4,2.0,4.51,
HD 129247,* zet Boo A,220.28733409166668,13.72828106111111,66.3,-20.6,,,PM*,A3IV,,,4.51,
HD 177474,* gam CrA A,286.6050611831375,-37.06327565248666,45.737,-285.189,58.6956,0.3469,PM*,F8V,-54.3,,4.53,
HD 129246,* zet Boo B,220.28711599166667,13.72841686111111,66.3,-20.6,,,PM*,A2,-5.5,2.0,4.51,
HD  99028,* iot Leo,170.98105513292123,10.52950625196611,149.407,-80.702,42.3548,0.3984,SB*,F1IV,-25.4,0.3,4.01,
HD  84367,* tet Ant,146.05039631875,-27.769472515277776,-53.23,37.24,9.61,0.46,**,A7V+G8III,24.0,0.74,4.79,
HD  80081,*  38 Lyn,139.7110149130071,36.80259585675999,-33.072,-126.187,24.7087,0.2815,PM*,A1V,4.0,2.0,3.92,
HD  80081A,*  38 Lyn,139.7110149130071,36.80259585675999,-33.072,-126.187,24.7087,0.2815,PM*,A1V,4.0,2.0,3.92,
HD 170000,* phi Dra,275.1893010132354,71.33781941082947,-5.03,37.86,10.77,0.38,a2*,B8V,-16.0,5.0,4.22,
HD 213051,* zet01 Aqr,337.2078600866833,-0.0205449723227777,224.295,25.396,34.4525,0.3109,PM*,F2.5IV-V,28.9,2.0,4.49,
HD 126868,* phi Vir,217.05057875906,-2.22795805996,-138.727,-3.338,26.8792,0.1264,RG*,G2IV,-8.8109,0.023966,4.84,
HD  40932A,* mu. Ori A,90.5958197,9.647288305555556,11.7,-34.1,,,SB*,A1Vm,,,4.3,
HD 131156A,* ksi Boo A,222.84745194146,19.10044994484,127.468,-40.569,148.0695,0.1317,PM*,G7Ve,1.49,0.17,4.675,
HD 110380,* gam Vir B,190.4147607686542,-1.4494021269330557,-534.318,-64.27,78.5233,1.3879,Pe*,F0mF2V,-19.8,0.9,3.49,
HD 179950,* psi Sgr,288.8851404878345,-25.25668668234528,33.196,-29.246,10.6661,0.358,SB*,K0/1III+A/F,-11.43,1.47,4.86,
HD   3969,M  31,10.684708333333331,41.26875,,,,,AGN,,-300.0,4.0,3.44,NAME Andromeda
HD   3969,M  31,10.684708333333331,41.26875,,,,,AGN,,-300.0,4.0,3.44,NAME Andromeda Galaxy
HD   3969,M  31,10.684708333333331,41.26875,,,,,AGN,,-300.0,4.0,3.44,NAME And Nebula
HD   3969,M  31,10.684708333333331,41.26875,,,,,AGN,,-300.0,4.0,3.44,NAME Andromeda Nebula
HD  61556,* k02 Pup,114.70779472192,-26.80384716321,-17.567,21.662,8.3058,0.104,*,B5IV,33.0,5.0,4.429,
HD   6882,* zet Phe,17.09616910146708,-55.24576000440916,20.375,31.739,11.208,0.3468,SB*,B6V+B9V,15.4,0.9,4.014,
HD  39801,* alf Ori,88.79293899077537,7.407063995272694,27.54,11.3,6.55,0.83,s*r,M1-M2Ia-Iab,21.91,0.51,0.42,NAME Betelgeuse
HD  44743,* bet CMa,95.67493896958332,-17.955918708888888,-3.23,-0.78,6.62,0.22,bC*,B1II-III,33.7,0.5,1.97,NAME Mirzam
HD 144218,* bet02 Sco,241.3607025707,-19.8019015069,-18.472,-15.594,8.2368,0.5003,SB*,B2V,-5.6,0.8,4.89,
HD  13480,* iot Tri,33.09283344086611,30.30306751098826,-65.05,-60.5,11.22,0.7,**,G0III+G5III,-19.98,0.74,4.952,
HD 107700,*  12 Com,185.62629746159,25.84615768343,-11.426,-8.112,11.4903,0.1744,SB*,F6III+A3V,0.5,0.9,4.81,
HD 144284,* tet Dra,240.4722707483108,58.56525053776528,-319.968,333.904,46.4665,0.136,SB*,F9V,-36.1,0.2,4.0,
HD  24912,* ksi Per,59.74126012587458,35.79103042103805,0.778,2.621,2.4457,0.2616,**,O7.5III(n)((f)),65.4,0.8,4.06,NAME Menkhib
HD  24912,* ksi Per,59.74126012587458,35.79103042103805,0.778,2.621,2.4457,0.2616,**,O7.5III(n)((f)),65.4,0.8,4.06,NAME Menkib
