catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 79375,* psi Sco,242.99997135053,-10.06414170962,-1.483,-31.351,22.6379,0.491,*,A1V,-8.65,0.42,4.928,
HIP 82369,*  20 Oph,252.45840729817,-10.783065159579998,104.147,-84.201,21.4451,0.6347,PM*,F7V,1.56,0.27,4.632,
HIP 84880,* nu. Ser,260.20692403414034,-12.846876066316668,44.862,1.506,15.9795,0.1588,*,A0/1V,6.43,0.54,4.324,
HIP 75379,* eps Lib,231.04951580174,-10.322278854,-66.816,-152.296,34.6222,0.6092,SB*,F4V,-11.68,3.24,4.92,
HIP 90595,* gam Sct,277.299377380498,-14.565802914842225,7.788,-9.363,10.3621,0.1378,*,A1IV/V,-33.78,0.57,4.675,
HIP 86263,* ksi Ser,264.3966658270488,-15.398555763609997,-42.378,-59.146,32.8828,0.2641,SB*,A9IIIpSr:,-45.85,6.03,3.519,
HIP 98258,* g Sgr,299.4876227432799,-15.49146815238,17.267,-110.707,15.4752,0.3128,PM*,A2V,1.0,5.7,4.998,
HIP 97290,* f Sgr,296.59058130579245,-19.761114615344447,-129.803,-90.543,15.1855,0.1645,PM*,K0+III,22.27,0.17,4.873,
HIP 94820,* d Sgr,289.4086630645,-18.9529062457,-10.417,-10.913,6.7773,0.1191,*,G8II-III,15.2,0.9,4.878,
HIP 76333,* gam Lib,233.8815753993054,-14.789535531785829,64.631,7.819,20.2593,0.1544,**,G8.5III,-26.71,0.04,3.91,
HIP 81724,*  24 Sco,250.39326462279,-17.742166550610005,-21.145,-1.572,8.4818,0.1192,*,G7.5II-IIICN1Ba0.5,-25.2,0.9,4.923,
HIP 80894,* phi Oph,247.7848623641479,-16.612730867286395,-46.115,-37.503,13.622,0.1316,PM*,G8+IIIa,-33.61,0.13,4.27,
HIP 89341,* mu. Sgr,273.4408701670833,-21.058831686944444,0.3,-0.48,0.09,0.28,s*b,B8Iab(e),-6.0,2.0,3.85,NAME Polis
HIP 79374,* nu. Sco,242.99889864963225,-19.46070447846264,-7.65,-23.71,6.88,0.76,**,B2V,2.4,5.0,4.0,NAME Jabbah
HIP 78820,* bet01 Sco,241.3592999275,-19.805452782777778,-5.2,-24.04,8.07,0.78,bC*,B1V,-1.0,0.9,2.62,
HIP 86736,*  58 Oph,265.857473075892,-21.68319414243306,-97.253,-44.614,58.2437,0.1484,PM*,F5V,10.36,0.13,4.861,
HIP 92761,* nu.01 Sgr,283.54240867928,-22.74483961587,3.919,-8.092,1.8387,0.1091,*,K1II,-11.57,0.18,4.845,
HIP 88116,*   4 Sgr,269.94815189825994,-23.81611471274,-0.9,-51.149,7.9879,0.3689,PM*,A0,64.33,1.32,4.724,
HIP 76880,* kap Lib,235.48663508477,-19.67879299614,-35.256,-111.519,10.7725,0.4235,PM*,M0-IIIb,-4.5,1.5,4.72,
HIP 78933,* ome Sco,241.70177077785252,-20.66918885175861,-10.231,-23.489,7.0956,0.273,bC*,B1V,-4.4,3.0,3.97,
HIP 92855,* sig Sgr,283.81636040649323,-26.29672411476388,15.14,-53.43,14.32,0.29,**,B2.5V,-11.2,2.0,2.067,NAME Nunki
HIP 96465,* h02 Sgr,294.1768056753442,-24.883620868674445,69.625,-23.325,18.2243,0.1412,PM*,B8/9V,-19.0,2.0,4.598,
HIP 85340,* b Oph,261.5925689203433,-24.17530694506028,-1.947,-117.428,40.0272,0.2712,PM*,kA5hA9mF1III,-34.8,0.18,4.153,
HIP 92041,* phi Sgr,281.41412309412124,-26.99078264511139,49.919,-0.09,12.1552,0.5888,PM*,B8III,21.5,2.0,3.14,
HIP 89678,HD 167818,274.51329851055624,-27.042643520009165,5.398,-4.195,4.486,0.1102,*,K3II,-15.14,0.56,4.627,
HIP 98353,*  60 Sgr,299.73834242433,-26.19576247541,26.283,27.104,8.7932,0.1159,*,G6III,-48.6,2.0,4.846,
HIP 98162,* b Sgr,299.23680287255206,-27.169897010698055,7.393,-16.563,3.8051,0.2094,*,K2.5IIb,-16.2,0.9,4.528,
HIP 74392,* iot Lib,228.05537605958327,-19.79171089333333,-35.4,-32.79,8.59,0.25,SB*,B9IVpSi,-11.6,2.0,4.54,
HIP 85423,* d Oph,261.8386484717475,-29.867034824494446,17.052,-137.966,29.1161,0.1975,PM*,F5III-IV,37.7,0.17,4.269,
HIP 98688,* c Sgr,300.6645021138671,-27.709844346463058,32.777,14.3,7.2677,0.261,LP*,M4.5III,9.9,0.8,4.58,
HIP 102485,* psi Cap,311.5238874801846,-25.27089819194861,-52.557,-156.935,68.337,0.1823,PM*,F5V,27.53,0.13,4.122,
HIP 78650,HD 143787,240.83592977032,-25.865242571789995,-67.839,-38.154,14.9532,0.1352,PM*,K3III,-37.88,0.15,4.966,
HIP 79404,* c02 Sco,243.07585257034168,-27.926375912667503,-12.262,-24.252,6.7848,0.1448,SB*,B2V,36.93,0.62,4.568,
HIP 77635,* b Sco,237.74476859529997,-25.75129407694,-14.053,-24.937,6.7811,0.1435,*,B1.5Vn,-3.0,4.7,4.635,
HIP 76742,*  42 Lib,235.0704055109,-23.81808364893,-16.044,-16.111,8.2082,0.1747,*,K3-IIICN2,-21.8,2.0,4.96,
HIP 87220,HD 161840,267.2936550248199,-31.70320628738611,5.506,-9.468,5.8527,0.1256,*,B8Ib/II,-13.3,2.0,4.797,
HIP 79881,* d Sco,244.57457983480717,-28.614019999019167,-32.169,-101.309,23.5392,0.152,PM*,A1Va,-14.43,0.17,4.782,
HIP 76470,* ups Lib,234.25603706873625,-28.135110461468887,-16.261,11.711,15.5267,0.2465,*,K3.5III,-24.9,0.7,3.589,
HIP 76600,* tau Lib,234.6640395654167,-29.77774877888889,-22.08,-24.46,8.89,0.2,SB*,B2.5V,3.2,5.0,3.642,
HIP 89642,* eta Sgr,274.40682166227543,-36.76169016455027,-131.804,-166.309,23.8859,0.4865,LP?,M2III,0.2,0.8,3.11,
HIP 86670,* kap Sco,265.62198000035505,-39.02998307638737,-6.05,-25.54,6.75,0.17,bC*,B1.5III,-14.0,2.8,2.386,
HIP 94114,* alf CrA,287.3680896456666,-37.90447440014084,84.65,-96.511,27.0884,0.3566,PM*,A2Va,-36.23,0.51,4.087,
HIP 80911,* N Sco,247.84556033467496,-34.70436819282168,-11.558,-18.39,5.4821,0.2045,*,B2III-IV,0.8,1.5,4.23,
HIP 87294,* iot02 Sco,267.54629914229,-40.09043182076001,2.686,-2.117,0.8148,0.1266,*,A2Ib,-17.15,0.67,4.803,
HIP 87936,HD 163376,269.4491771177079,-41.71629326855278,-4.794,-15.33,5.7411,0.1738,*,M0III,4.4,2.0,4.863,
HIP 74604,* i Lup,228.6554993406,-31.51912384467,-8.935,1.036,1.5243,0.1267,*,F3III,-22.48,0.13,4.918,
HIP 94005,* del CrA,287.08737371518,-40.49669798013,47.391,-27.246,17.6582,0.246,PM*,K1III,21.24,0.19,4.571,
HIP 94160,* bet CrA,287.5073196896108,-39.3407926854625,4.257,-38.243,5.8645,0.4135,*,K0II/IIICNIb,2.7,0.7,4.095,
HIP 74857,* f Lup,229.45765656610584,-30.14866646634111,-10.266,-11.126,8.2856,0.1474,*,K0IIIaCH-1,-3.03,0.16,4.33,
HIP 102831,* alf Mic,312.49200435483993,-33.779703994,15.057,-23.524,8.2508,0.1563,*,G8III,-14.5,0.09,4.89,
HIP 76705,* psi01 Lup,234.94158044833,-34.41192079899001,6.105,-11.251,14.7317,0.1245,*,G8/K0III,-21.9,0.15,4.661,
HIP 95347,* alf Sgr,290.9715641606384,-40.615937202693054,31.79,-120.087,18.1088,0.289,PM*,B8V,-0.7,4.1,3.943,NAME Rukbat
HIP 90982,* tet CrA,278.37577405682,-42.31250823975999,32.046,-20.932,6.1673,0.1535,*,G8III,-2.1,2.0,4.614,
HIP 93542,* zet CrA,285.7786534732604,-42.09510566608805,56.27,-45.68,18.2019,0.1261,PM*,B9.5Vann,-13.0,4.2,4.725,
HIP 87846,HD 163145,269.1975706169499,-44.34221848895,-4.058,-24.973,9.3687,0.1545,*,K2III,35.6,0.45,4.849,
HIP 84143,* eta Sco,258.0383087285559,-43.23918953095112,21.616,-287.978,44.5711,0.2362,PM*,F5IV,-27.0,2.0,3.33,
HIP 75177,* phi01 Lup,230.45153998804452,-36.26137329029805,-91.255,-85.736,11.6616,0.2608,PM*,K4III,-29.4,0.7,3.546,
HIP 72659,* ksi Boo,222.8474163722046,19.100472048411422,154.98,-66.43,148.98,0.48,BY*,G7Ve+K5Ve,-21.3,0.9,4.593,
HIP 71832,*  31 Boo,220.41146330761,8.16176457182,-10.265,3.187,6.6024,0.116,*,G7IIIa,-22.24,0.13,4.862,
HIP 69974,* lam Vir,214.77746945512624,-13.371091295024444,-15.841,27.602,18.4246,0.2206,SB*,A1V,-6.4,0.4,4.52,NAME Khambalia
HIP 68895,* pi. Hya,211.59290834800288,-26.68236157673806,43.381,-140.951,30.8889,0.2669,PM*,K2-IIIFe-0.5,27.2,0.6,3.28,
HIP 69879,* A Boo,214.49923885007,35.50951230374999,5.716,12.866,13.4788,0.1871,SB*,K0III,-21.6,0.3,4.796,
HIP 69226,* d Boo,212.59972288861,25.09167695027,-23.157,-59.831,27.484,0.1172,SB*,F8V,9.58,0.02,4.83,
HIP 69427,* kap Vir,213.2239368859575,-10.273703461482222,6.674,138.987,11.5878,0.1625,PM*,K2.5IIIFe-0.5,-4.38,0.21,4.21,
HIP 68520,* tau Vir,210.41163979453543,1.5445306078263883,17.317,-21.594,14.3831,0.1605,*,A2IV/V,-2.49,0.42,4.237,
HIP 67494,*  89 Vir,207.46784539626,-18.13416925271,-100.681,-38.243,14.1268,0.1051,PM*,K0+IIIb,-39.45,0.17,4.959,
HIP 67275,* tau Boo,206.8155757166775,17.456891543222227,-468.923,63.469,64.047,0.1093,PM*,F7IV-V,-16.03,0.15,4.49,
HIP 65936,* d Cen,202.76106914625,-39.40730527555556,-15.67,-10.49,3.6,0.49,**,G8II/III,-2.4,0.74,3.88,
HIP 66006,* l Vir,202.99118605499535,-6.255817660835833,-103.703,-45.392,6.9499,0.2018,PM*,M2.5III,18.71,0.26,4.69,
HIP 66200,* o Vir,203.53304685229455,3.658969155643611,44.539,-23.252,16.4943,0.1215,a2*,ApEuCrSr,-7.986,0.0005,4.94,
HIP 64166,* psi Hya,197.26360823084,-23.11804386646,-20.533,-46.131,14.0296,0.1103,PM*,K0III,-15.85,0.33,4.934,
HIP 64408,HD 114613,198.01326789946205,-37.80302220235082,-382.409,46.147,48.8691,0.1058,PM*,G3V,-13.04,0.0002,4.85,
HIP 64852,* sig Vir,199.4011940336946,5.469884092734167,-9.081,12.946,4.6693,0.2456,*,M1III,-28.26,0.3,4.8,
HIP 64394,* bet Com,197.96830761169247,27.878183974850003,-800.72,882.301,108.725,0.1645,PM*,F9.5V,5.297,0.001,4.25,
HIP 64844,*  20 CVn,199.38558813253832,40.572606772960285,-125.614,18.386,12.7783,0.1151,dS*,A9IImF2,8.62,0.14,4.698,
HIP 63608,* eps Vir,195.5441542302233,10.959148721740554,-273.793,19.804,30.211,0.1907,PM*,G8III-IIIb,-14.29,0.02,2.79,NAME Vindemiatrix
HIP 62683,* p Cen,192.67151411907,-33.99934795846,-29.71,-13.778,7.9731,0.2191,Pu*,B9V,4.0,4.2,4.894,
HIP 62985,* psi Vir,193.5881793207737,-9.538988924695005,-22.232,-15.339,5.0205,0.2477,LP*,M3-III,17.6,0.9,4.8,
HIP 63090,* del Vir,193.9008692670183,3.397468903838333,-469.714,-53.71,17.4065,0.2513,RG*,M3+III,-18.87,0.21,3.38,NAME Minelauva
HIP 62763,*  31 Com,192.9246673736,27.54071250467,-12.025,-8.119,11.8467,0.0993,*,G0IIIp,0.94,0.19,4.94,
HIP 63125,* alf02 CVn,194.0069399537529,38.31837643625333,-233.776,55.035,32.7227,0.5844,a2*,A0VpSiEu,-4.1,0.2,2.88,NAME Cor Caroli
HIP 61359,* bet Crv,188.59681217680625,-23.39676021620222,1.116,-56.704,22.0049,0.2333,PM*,G5IIBa0.3,-7.34,0.08,2.64,NAME Kraz
HIP 61394,*  23 Com,188.71280340925497,22.62920599761361,-58.83,22.771,9.1148,0.3293,**,A0mA1IV,-16.0,1.8,4.773,
HIP 60746,*  16 Com,186.74706789496,26.82570170404,-11.589,-9.138,11.9394,0.1451,*,A4V,0.4,0.7,4.959,
HIP 60697,*  14 Com,186.60026842789,27.26823883518,-15.874,-11.784,11.2826,0.1085,*,F1IV:npS_sh,2.58,0.16,4.95,
HIP 61317,* bet CVn,188.43560104856124,41.35747815357195,-704.702,292.155,118.0266,0.153,**,G0V,6.268,0.0004,4.25,NAME Chara
HIP 60129,* eta Vir,184.97642665915,-0.66679619811,-54.665,-17.642,13.1692,0.7356,SB*,A2IV,5.24,0.19,3.9,NAME Zaniah
HIP 59316,* eps Crv,182.53116909375,-22.6197672175,-72.019,10.637,10.5984,0.2038,PM*,K2+IIIa,5.0,0.4,2.98,NAME Minkar
HIP 58590,* pi. Vir,180.2182992776337,6.614318553384446,-0.484,-27.475,9.913,0.3031,SB*,A5V,-21.421301,0.751867,4.642,
HIP 57936,* bet Hya,178.22717286745728,-33.90812977808355,-56.56,0.19,10.53,0.6,a2*,kB8hB8HeA0VSi,-1.0,3.7,4.28,
HIP 57757,* bet Vir,177.67382714942332,1.7647226497586117,740.746,-270.927,90.8945,0.1934,PM*,F9V,4.455,0.0005,3.6,NAME Zavijava
HIP 57632,* bet Leo,177.26490975591017,14.572058064829658,-497.68,-114.67,90.91,0.52,dS*,A3Va,-0.2,0.5,2.13,NAME Denebola
HIP 57328,* ksi Vir,176.32099928437708,8.258113804996945,59.008,-24.823,27.5153,0.137,PM*,A4V,-0.5,2.0,4.842,
HIP 57283,* zet Crt,176.19073323219,-18.3506763721,27.298,-24.644,9.5113,0.2042,**,G8.5III,-3.64,0.15,4.706,
HIP 56127,* e Leo,172.57872230205,-3.00349970129,19.554,-16.149,6.5892,0.1128,*,K3+IIIFe-0.5,18.617399,0.00293,4.77,
HIP 56633,* tet Crt,174.17045502168125,-9.802222701550557,-59.995,3.959,10.8503,0.1871,PM*,B9.5V,-4.24,1.05,4.673,
HIP 55945,* tau Leo,171.98433134626,2.85626503025,16.851,-10.756,6.1072,0.3156,*,G8-IIIa,-8.82,0.19,4.943,
HIP 55588,HD  98993,170.80286530254,-36.16477115874001,-25.667,-0.783,6.0972,0.2776,*,K4III,-1.57,2.47,4.991,
HIP 55434,* sig Leo,170.28414074670127,6.029321670217778,-92.67,-12.12,13.5551,0.2814,PM*,B9.5Vs,-7.21,0.74,4.04,
HIP 54951,*  72 Leo,168.80095164026002,23.09550895620472,-25.612,-5.995,4.2936,0.2815,LP*,M3IIb:,14.76,0.21,4.63,
HIP 54682,* bet Crt,167.91449465302,-22.82584804833,7.827,-102.911,10.3043,0.1166,SB*,A1V,8.13,0.47,4.449,
HIP 55203,* ksi UMa,169.54554950000002,31.5292889,-453.7,-591.4,,,RS*,F8.5:V+G2V,-18.2,2.7,3.79,NAME Alula Australis
HIP 54872,* del Leo,168.52708926588556,20.523718139047475,143.42,-129.88,55.82,0.25,PM*,A5IV(n),-20.9,0.6,2.53,NAME Zosma
HIP 54879,* tet Leo,168.56002362722833,15.429571086424442,-60.538,-78.675,20.316,0.3262,PM*,A2IV,7.536,0.0257,3.35,NAME Chertan
HIP 53502,* iot Ant,164.17938007896,-37.137767409880006,74.069,-124.443,15.7132,0.1156,PM*,K0III,2.3,0.31,4.6,
HIP 53740,* alf Crt,164.94360481576166,-18.29878622061556,-462.303,128.614,20.3693,0.1704,PM*,K0IIIb,47.54,0.16,4.07,NAME Alkes
HIP 53807,*  58 Leo,165.14019643034,3.6174978845,13.868,-15.792,9.6348,0.115,**,K0.5IIIFe-0.5,5.98,0.05,4.838,
HIP 53295,* ome UMa,163.4947538182,43.189957506910005,44.033,-23.714,13.291,0.1548,SB*,A1VsSi:,-3.16,1.44,4.664,
HIP 52098,*  37 LMi,159.6800533769408,31.976239827446104,0.046,7.551,5.8398,0.159,*,G2.5IIIa,-7.71,0.29,4.677,
HIP 51658,HD  91312,158.30787467726,40.42554634199,-136.291,1.774,29.1453,0.1407,SB*,A7IV,8.24,0.24,4.715,
HIP 50799,* r Vel,155.58160352589,-41.64996198158,-27.72,60.366,15.7328,0.0784,PM*,K1III,21.53,0.13,4.83,
HIP 50801,* mu. UMa,155.5821986521946,41.49953826257556,-73.749,28.259,17.7987,0.3933,SB*,M0III,-21.3,1.66,3.05,NAME Tania Australis
HIP 51233,* bet LMi,156.97083166458333,36.70721001055556,-127.68,-110.31,21.19,0.5,**,G9III,8.94679,0.006499,4.21,
HIP 51056,*  30 LMi,156.47839561945167,33.796119199656665,-73.711,-59.439,13.465,0.1228,Pe*,F0VmF3/4,18.535,0.454858,4.718,
HIP 49841,* lam Hya,152.6470357548103,-12.3541274788236,-217.433,-74.373,30.0232,0.6973,SB*,K0IIIbCN0.5,19.4,0.9,3.61,
HIP 49669,* alf Leo,152.09296243828146,11.967208776100025,-248.73,5.59,41.13,0.35,PM*,B8IVn,0.719522,0.614515,1.4,NAME Regulus
HIP 49593,*  21 LMi,151.85734320951084,35.244695866788895,52.403,0.509,36.3218,0.1427,dS*,A7V(n),-13.86,0.26,4.49,
HIP 49402,* ups02 Hya,151.28112337827667,-13.064626493003058,-38.261,19.173,9.9503,0.1591,*,B8V,111.7,1.93,4.588,
HIP 49029,* pi. Leo,150.05335839433042,8.044219645808056,-32.181,-21.883,6.8513,0.1495,*,M2-III,22.3,0.13,4.7,
HIP 45811,*  27 Hya,140.1208955833592,-9.555703357048891,-13.105,-27.167,14.6304,0.1254,*,K0III,24.59,0.12,4.811,
HIP 45751,*  26 Hya,139.94325689479,-11.9748527477,-27.97,12.4,9.4514,0.1349,**,G7III,-1.18,0.09,4.77,
HIP 44659,* ome Hya,136.49320743567,5.09232602999,-21.393,-9.59,5.3609,0.1211,*,K2II-III,26.010401,0.003674,4.981,
HIP 13905,*  24 Per,44.76532017726,35.183130898090006,-46.308,6.614,9.0501,0.1127,*,K2III,-36.598,0.0246,4.93,
HIP 7513,* ups And,24.199339768294585,41.40545871334139,-171.892,-381.815,74.194,0.2083,PM*,F9V,-28.662,0.0006,4.1,NAME Titawin
HIP 9977,*  58 And,32.121921323591664,37.85908513215612,154.277,-43.122,17.2479,0.1932,PM*,A5IV-V,7.6,1.78,4.82,
HIP 109754,HD 211073,333.46969795057,39.7149246777,38.941,19.342,5.7181,0.1508,**,K2.5III,-12.08,0.29,4.49,
HIP 105138,* ups Cyg,319.47952439517,34.8968959621,5.667,-5.601,5.012,0.1891,Be*,B2Vne,-0.7,1.3,4.42,
HIP 10064,* bet Tri,32.38594634196055,34.98729706469149,149.16,-39.1,25.71,0.34,SB*,A5III,12.3,0.66,3.0,
HIP 4436,* mu. And,14.188371146487498,38.49933427158695,151.021,34.8,26.7046,0.6467,PM*,A6V,7.27,0.73,3.87,
HIP 5447,* bet And,17.43301617293042,35.62055765052624,175.9,-112.2,16.52,0.56,PM*,M0+IIIa,0.608782,0.001576,2.05,NAME Mirach
HIP 13209,*  41 Ari,42.49597183583333,27.26050722722222,66.81,-116.52,19.69,0.19,**,B8Vn,9.06,0.56,3.594,
HIP 10053,*  14 Ari,32.3555207688508,25.9398378657198,81.194,-24.267,18.9736,0.6843,PM*,F2III,-5.57,3.63,4.977,
HIP 677,* alf And,2.0969161856756404,29.090431118059698,137.46,-163.44,33.62,0.35,a2*,B8IV-VHgMn,-10.1,0.2,2.06,NAME Alpheratz
HIP 677,* alf And,2.0969161856756404,29.090431118059698,137.46,-163.44,33.62,0.35,a2*,B8IV-VHgMn,-10.1,0.2,2.06,NAME Sirrah
HIP 106140,*   2 Peg,322.4870602043717,23.638840285698056,24.377,3.62,7.2824,0.1443,*,M1+III,-18.92,0.12,4.509,
HIP 107354,* kap Peg,326.16139676550046,25.645037762581552,48.13,14.29,29.22,0.74,**,F5V,-0.8,0.2,4.135,
HIP 110371,*  32 Peg,335.33057896027,28.33052968372,17.504,5.298,4.5201,0.1781,**,B9III,11.4,1.5,4.81,
HIP 5742,* phi Psc,18.4372752354,24.58369761573,17.001,-20.531,8.1806,0.1703,SB*,K0III,6.36,0.18,4.66,
HIP 5571,* chi Psc,17.86341123302125,21.03464916803889,39.675,-10.209,8.0582,0.1187,*,G8.5III,15.6924,0.0284,4.658,
HIP 115250,* tau Peg,350.15935928822,23.740355064460005,36.27,-2.505,20.7145,0.1138,dS*,A5Vp_lB,11.48,0.34,4.58,NAME Salm
HIP 1168,* chi Peg,3.650684510418749,20.206702882684446,91.831,1.152,9.4052,0.1673,PM*,M2+III,-46.6,0.12,4.8,
HIP 1067,* gam Peg,3.3089681209050004,15.18359842959389,0.492,-10.73,6.9474,0.4293,bC*,B2IV,-0.66,0.14,2.84,NAME Algenib
HIP 112447,* ksi Peg,341.67324939263915,12.172885794474444,233.354,-493.133,60.9161,0.1739,PM*,F6V,-5.853,0.0015,4.2,
HIP 110386,*  31 Peg,335.3794796033334,12.205184115277778,6.32,4.8,2.01,0.28,Be*,B3III,-5.3,0.8,4.99,
HIP 8198,* omi Psc,26.34843839655,9.15775073342,71.227,53.727,12.5296,0.1277,PM*,G8III,12.16,0.03,4.26,NAME Torcular
HIP 114144,*  55 Peg,346.75108638868,9.40949272861,7.467,-12.276,9.9197,0.1691,*,M1IIIab,-5.34,0.2,4.52,
HIP 7007,* mu. Psc,22.54631260854125,6.143821711764999,291.213,-45.788,9.3184,0.1693,PM*,K3III,34.409,0.0013,4.84,
HIP 8833,* ksi Psc,28.388904126109995,3.18753250608,32.687,25.146,16.6641,0.2416,SB*,G8.5IIIb,26.13,0.12,4.604,
HIP 104987,* alf Equ,318.95598819687746,5.247891952405833,49.747,-89.846,17.1985,0.2428,SB*,G6IV+B9.5V,-16.26,0.06,3.933,NAME Kitalpha
HIP 115738,* kap Psc,351.73314946743994,1.2556049758899996,87.005,-95.945,20.3154,0.0982,a2*,A2VpSrCrSi,-1.79,1.12,4.94,
HIP 110672,* pi. Aqr,336.31926250725417,1.3773984581883334,17.518,2.563,2.9761,0.1129,Be*,B1III-IVe,-4.9,0.1,4.64,
HIP 116928,* lam Psc,355.51168899749325,1.7800421380697224,-130.866,-154.688,31.197,0.1661,PM*,A7V,9.78,0.18,4.51,
HIP 108874,* omi Aqr,330.8285169240958,-2.155364954316666,24.593,-11.72,6.9984,0.1424,Be*,B5V,11.0,2.9,4.69,
HIP 110395,* gam Aqr,335.41404820054,-1.38734919411,134.223,11.219,25.8551,0.5799,PM*,A0V,-15.7,0.9,3.834,NAME Sadachbia
HIP 7999,HD  10550,25.68129813648,-3.69019953938,-9.745,-33.429,3.0983,0.1025,*,K2/3IIICNII,-33.28,0.15,4.982,
HIP 5364,* eta Cet,17.14746388517208,-10.18226442669,215.922,-139.029,27.0603,0.1799,HB*,K2-IIIb,11.1,1.46,3.45,
HIP 3455,* phi01 Cet,11.047500376762915,-10.60955073416972,-9.323,-113.192,15.1265,0.1043,PM*,K0III,0.127004,0.005499,4.767,
HIP 355,*   3 Cet,1.1254948012408332,-10.509521917923331,-5.871,-11.883,1.6457,0.1096,s*r,K3Ib,-42.1,0.33,4.924,
HIP 11345,* rho Cet,36.48752435596,-12.290474306709998,-11.596,-9.786,5.8054,0.1358,*,A0V,3.47,1.53,4.866,
HIP 12390,* eps Cet,39.89082255350083,-11.872097675596669,167.071,-251.104,42.4864,0.7591,SB*,F5V,15.49,0.19,4.87,
HIP 116758,* ome01 Aqr,354.94612245627,-14.22215365198,50.434,-49.097,24.9012,0.6158,PM*,A7IV,-2.0,4.2,4.977,
HIP 116971,* ome02 Aqr,355.6806054328888,-14.544905529166666,98.578,-66.231,20.8948,0.1589,PM*,B9.5V,-0.12,2.74,4.484,
HIP 910,*   6 Cet,2.81607516478,-15.467977907889995,-82.828,-269.549,52.9489,0.0958,PM*,F8VFe-0.8CH-0.5,14.917,0.0004,4.89,
HIP 12770,* pi. Cet,41.030615664194166,-13.858688724180276,-8.394,-23.592,8.4022,0.1945,SB*,B8IV,7.5,0.3,4.236,
HIP 301,*   2 Cet,0.9349492958375,-17.335991442864444,25.363,-8.987,10.5075,0.1181,*,B9IVn,8.0,4.6,4.536,
HIP 1170,*   7 Cet,3.6600704726100006,-18.932863353932504,-26.458,-73.45,7.0797,0.2249,LP?,M1III,-22.5,0.9,4.46,
HIP 3419,* bet Cet,10.8973787360039,-17.98660631592891,232.55,31.99,33.86,0.16,PM*,G9.5IIICH-1,13.257,0.0002,2.01,NAME Diphda
HIP 116901,* 104 Aqr,355.44085990105,-17.81653194641,14.332,0.679,4.5743,0.1246,*,G2Ib/II,6.52,0.15,4.83,
HIP 116247,* b03 Aqr,353.3192590454091,-20.914495039035,0.007,5.384,13.0753,0.3782,*,A0V,15.0,4.2,4.758,
HIP 107188,* kap Cap,325.6646170042121,-18.86632088422667,146.354,-8.343,10.6991,0.1277,PM*,G8III,-2.6,0.18,4.726,
HIP 9347,* ups Cet,30.001285296691663,-21.077831669502785,133.922,-24.341,10.2726,0.1451,PM*,M0III,18.0,0.7,4.02,
HIP 114375,*  89 Aqr,347.47870627107613,-22.457606905887776,35.565,-11.648,5.8698,1.119,**,G2III+A2V,-3.48,0.29,4.8,
HIP 13288,* tau02 Eri,42.75969629853376,-21.00401153253444,-52.886,-21.805,16.793,0.2167,PM*,K0III,-5.9,0.04,4.77,NAME Angetenar
HIP 104139,* tet Cap,316.4867853131225,-17.232862837423333,82.294,-61.654,21.9049,0.4222,PM*,A1V,-10.9,2.0,4.07,
HIP 106723,* eps Cap,324.27012965392,-19.46601122216944,11.978,0.497,3.6777,0.2002,Be*,B3V,-23.7,0.9,4.55,
HIP 4577,* alf Scl,14.65149693501667,-29.3574533863875,19.973,5.072,4.6224,0.1906,*,B7IIIp,9.6,0.6,4.27,
HIP 117452,* del Scl,357.23144264722794,-28.13027124748695,99.435,-106.24,22.7296,0.1315,PM*,A0VankB9((_lB)),10.48,0.88,4.57,
HIP 9677,* nu. For,31.12268982338917,-29.296804696866115,1.849,11.772,9.4034,0.1333,a2*,B9.5IIIspSi,18.5,2.0,4.69,
HIP 115102,* gam Scl,349.7059899949562,-32.5320219169586,26.423,-79.989,17.2909,0.233,PM*,K1III,18.65,0.16,4.406,
HIP 113246,* del PsA,343.98708414699,-32.53962393681,11.62,32.638,19.1618,0.1347,*,G8III,-10.69,0.14,4.208,
HIP 103738,* gam Mic,315.32278484967463,-32.25773009806862,-12.1,-13.131,12.8273,0.2091,*,G8III,17.36,0.2,4.654,
HIP 109908,* mu.01 Gru,333.90382843591,-41.34676263147,41.607,41.819,9.3332,0.4835,**,G8III+G,-4.82,1.54,4.798,
HIP 109111,* lam Gru,331.52868672390497,-39.543353005568605,-24.133,-125.199,13.0876,0.1253,PM*,K3III,39.2,0.16,4.458,
HIP 43813,* zet Hya,133.84844248935084,5.945565210399724,-101.037,14.261,21.3133,0.2316,PM*,G8.5III,22.3,0.3,3.1,
HIP 44066,* alf Cnc,134.62168421127,11.8576804028,42.181,-31.16,18.3304,0.3216,PM*,kA7VmF0/2III/IVSr,-14.79,0.25,4.249,NAME Acubens
HIP 43067,* D Hya,131.59393502428,-13.54772364866,10.316,-15.012,15.884,0.3987,*,G8IIIbCN-1,-6.64,0.26,4.32,
HIP 42515,* bet Pyx,130.02559701234668,-35.308355114771395,10.791,-20.565,8.4598,0.1079,*,G5II/III,-13.4,0.7,3.954,
HIP 42402,* sig Hya,129.68932270518832,3.3414351882730555,-19.312,-16.031,8.6887,0.1242,*,K1III,27.06,0.15,4.43,
HIP 42313,* del Hya,129.41403113663,5.70378776223,-68.867,-7.551,18.4301,0.3241,**,A0Vnn,15.47,0.83,4.131,
